,title,imdb_id,id,release_date,runtime,vote_average,vote_count,popularity,budget,revenue,genres,spoken_languages,original_language,production_companies,production_countries,director
2082,Nativity 2: Danger in the Manger!,tt2089750,139380,2012-11-23,105,5.352,88,7.118,0,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",en,"[{'id': 50246, 'logo_path': '/y0vbzrrOddozKWoGMW3a5YYqydw.png', 'name': 'Mirrorball Films', 'origin_country': 'GB'}, {'id': 3870, 'logo_path': '/hZlf4rlzB913VrRzSED4NLPy0EM.png', 'name': 'Premiere Picture', 'origin_country': 'GB'}, {'id': 27395, 'logo_path': None, 'name': 'Moviehouse Entertainment', 'origin_country': ''}, {'id': 112195, 'logo_path': None, 'name': 'Media Pro Six', 'origin_country': ''}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",Debbie Isitt
2083,The Unnamable,tt0096344,40549,1988-06-01,87,4.802,58,3.652,0,0,"[{'id': 27, 'name': 'Horror'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",en,"[{'id': 148506, 'logo_path': None, 'name': 'K.P. Productions', 'origin_country': ''}, {'id': 148507, 'logo_path': None, 'name': 'Yankee Classic Pictures', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",Jean-Paul Ouellette
2084,The Unnamable II,tt0108447,29098,1992-10-21,104,4.9,37,3.619,1000000,0,"[{'id': 27, 'name': 'Horror'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",en,"[{'id': 148507, 'logo_path': None, 'name': 'Yankee Classic Pictures', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",Jean-Paul Ouellette
2085,The Quatermass Xperiment,tt0049646,24580,1955-08-26,82,6.7,157,7.112,0,0,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",en,"[{'id': 1314, 'logo_path': '/gQBluDqe6dc2ZdzfJbabEHoSGoG.png', 'name': 'Hammer Film Productions', 'origin_country': 'GB'}, {'id': 60, 'logo_path': '/1SEj4nyG3JPBSKBbFhtdcHRaIF9.png', 'name': 'United Artists', 'origin_country': 'US'}, {'id': 13920, 'logo_path': None, 'name': 'Exclusive Films', 'origin_country': ''}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",Val Guest
2086,Quatermass 2,tt0050873,26278,1957-05-24,85,6.4,106,9.231,0,0,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",en,"[{'id': 1314, 'logo_path': '/gQBluDqe6dc2ZdzfJbabEHoSGoG.png', 'name': 'Hammer Film Productions', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",Val Guest
2087,Quatermass and the Pit,tt0062168,26912,1967-11-09,97,6.701,192,7.901,0,0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",en,"[{'id': 1314, 'logo_path': '/gQBluDqe6dc2ZdzfJbabEHoSGoG.png', 'name': 'Hammer Film Productions', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",Roy Ward Baker
2088,The Ipcress File,tt0059319,15247,1965-03-18,109,6.811,246,9.677,0,0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","[{'english_name': 'Albanian', 'iso_639_1': 'sq', 'name': 'shqip'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",en,"[{'id': 364, 'logo_path': None, 'name': 'The Rank Organisation', 'origin_country': ''}, {'id': 1802, 'logo_path': None, 'name': 'Lowndes Productions Limited', 'origin_country': ''}, {'id': 14376, 'logo_path': None, 'name': 'Steven S.A.', 'origin_country': ''}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",Sidney J. Furie
2089,Billion Dollar Brain,tt0061405,4889,1967-11-02,111,5.7,75,7.522,0,0,"[{'id': 53, 'name': 'Thriller'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",en,"[{'id': 1802, 'logo_path': None, 'name': 'Lowndes Productions Limited', 'origin_country': ''}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",Ken Russell
2090,Bullet to Beijing,tt0113633,37237,1995-12-20,101,4.5,23,5.82,0,0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10770, 'name': 'TV Movie'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}, {'english_name': 'Hungarian', 'iso_639_1': 'hu', 'name': 'Magyar'}, {'english_name': 'Polish', 'iso_639_1': 'pl', 'name': 'Polski'}, {'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}]",en,"[{'id': 119334, 'logo_path': None, 'name': 'Harry Palmer Productions', 'origin_country': ''}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'RU', 'name': 'Russia'}]",George Mihalka
2091,Funeral in Berlin,tt0060437,34388,1966-12-22,102,6.4,112,9.464,0,0,"[{'id': 53, 'name': 'Thriller'}]","[{'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",en,"[{'id': 4, 'logo_path': '/gz66EfNoYPqHTYI4q9UEN4CbHRc.png', 'name': 'Paramount', 'origin_country': 'US'}, {'id': 1802, 'logo_path': None, 'name': 'Lowndes Productions Limited', 'origin_country': ''}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",Guy Hamilton
2092,Midnight in Saint Petersburg,tt0113634,23608,1996-01-01,86,4.7,18,7.627,0,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 10770, 'name': 'TV Movie'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",en,"[{'id': 170208, 'logo_path': '/8qh5BEyKYOQ0e81LPbvWHQvyOy5.png', 'name': 'Lenfilm', 'origin_country': 'RU'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'RU', 'name': 'Russia'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",Douglas Jackson
2093,if....,tt0063850,14794,1968-12-19,112,7.109,306,9.769,0,500000,"[{'id': 18, 'name': 'Drama'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Latin', 'iso_639_1': 'la', 'name': 'Latin'}]",en,"[{'id': 4, 'logo_path': '/gz66EfNoYPqHTYI4q9UEN4CbHRc.png', 'name': 'Paramount', 'origin_country': 'US'}, {'id': 3067, 'logo_path': None, 'name': 'Memorial Enterprises', 'origin_country': ''}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",Lindsay Anderson
2094,Britannia Hospital,tt0083694,26639,1982-05-27,116,6.5,52,5.949,0,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",en,"[{'id': 538, 'logo_path': None, 'name': 'EMI Films', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",Lindsay Anderson
2095,O Lucky Man!,tt0070464,42464,1973-03-25,178,6.9,78,7.823,0,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10402, 'name': 'Music'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",en,"[{'id': 3067, 'logo_path': None, 'name': 'Memorial Enterprises', 'origin_country': ''}, {'id': 174, 'logo_path': '/IuAlhI9eVC9Z8UQWOIDdWRKSEJ.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",Lindsay Anderson
2096,Village of the Damned,tt0054443,11773,1960-06-16,77,7.204,350,10.372,200000,2175000,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",en,"[{'id': 5579, 'logo_path': None, 'name': 'Metro-Goldwyn-Mayer British Studios', 'origin_country': ''}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",Wolf Rilla
2097,Children of the Damned,tt0056931,30202,1964-01-10,90,6.212,78,6.61,0,0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}]",en,"[{'id': 23843, 'logo_path': None, 'name': 'Lawrence P. Bachmann Productions', 'origin_country': ''}, {'id': 5579, 'logo_path': None, 'name': 'Metro-Goldwyn-Mayer British Studios', 'origin_country': ''}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",Anton Leader
2098,Alfie,tt0060086,15598,1966-03-29,114,6.512,169,11.594,0,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",en,"[{'id': 4, 'logo_path': '/gz66EfNoYPqHTYI4q9UEN4CbHRc.png', 'name': 'Paramount', 'origin_country': 'US'}, {'id': 1575, 'logo_path': None, 'name': 'Lewis Gilbert Productions', 'origin_country': ''}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",Lewis Gilbert
2099,Alfie Darling,tt0072623,155324,1975-07-17,102,4.6,7,2.234,0,0,"[{'id': 18, 'name': 'Drama'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",en,"[{'id': 34347, 'logo_path': None, 'name': 'Signal Films', 'origin_country': ''}, {'id': 538, 'logo_path': None, 'name': 'EMI Films', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",Ken Hughes
2100,Room at the Top,tt0053226,43103,1959-01-22,115,6.882,93,7.808,0,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",en,"[{'id': 3632, 'logo_path': None, 'name': 'Romulus Films', 'origin_country': ''}, {'id': 14687, 'logo_path': None, 'name': 'Remus', 'origin_country': ''}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",Jack Clayton
2101,Life at the Top,tt0059389,118255,1965-12-14,117,6.3,11,2.684,0,0,"[{'id': 18, 'name': 'Drama'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",en,"[{'id': 3632, 'logo_path': None, 'name': 'Romulus Films', 'origin_country': ''}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",Ted Kotcheff
2102,Regan,tt0072072,505383,1974-06-04,77,0.0,0,0.876,0,0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 10770, 'name': 'TV Movie'}, {'id': 18, 'name': 'Drama'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",en,"[{'id': 5645, 'logo_path': '/bKcQzzCVVeqgby86hAqKm5iVuzi.png', 'name': 'Talkback Thames', 'origin_country': 'GB'}, {'id': 26554, 'logo_path': '/8KCY7SFDapSTQhEVH6jQMaabCmV.png', 'name': 'FremantleMedia', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",Tom Clegg
2103,Sweeney 2,tt0078351,55766,1978-03-30,104,6.5,8,3.983,0,0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",en,"[{'id': 8363, 'logo_path': '/2jrr5PsaURZK5WO2aCauc6cZHRr.png', 'name': 'Euston Films', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",Tom Clegg
2104,Monsters,tt1470827,43933,2010-06-18,94,6.231,1360,17.009,500000,5639730,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]","[{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",en,"[{'id': 10393, 'logo_path': '/7MazD0kppT5OzdumzDi5IFYNthO.png', 'name': 'Vertigo Films', 'origin_country': 'GB'}, {'id': 20277, 'logo_path': '/aomeUwZLIBjGXHfuZq7HTVk7UNb.png', 'name': 'Protagonist Pictures', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",Gareth Edwards
2105,Monsters: Dark Continent,tt1935302,145221,2014-10-09,119,4.747,302,10.488,0,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",en,"[{'id': 6408, 'logo_path': None, 'name': 'International Traders', 'origin_country': ''}, {'id': 9016, 'logo_path': None, 'name': 'Between The Eyes', 'origin_country': ''}, {'id': 10393, 'logo_path': '/7MazD0kppT5OzdumzDi5IFYNthO.png', 'name': 'Vertigo Films', 'origin_country': 'GB'}, {'id': 84988, 'logo_path': '/rzpfuMEMDQnmqp0YTFMEqgfDrxY.png', 'name': '42', 'origin_country': 'GB'}, {'id': 20277, 'logo_path': '/aomeUwZLIBjGXHfuZq7HTVk7UNb.png', 'name': 'Protagonist Pictures', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",Tom Green
2106,The Trip,tt1740047,63578,2011-04-24,107,6.7,250,7.684,0,951179,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",en,"[{'id': 163, 'logo_path': None, 'name': 'Revolution Films', 'origin_country': 'GB'}, {'id': 3324, 'logo_path': '/dqT3yOTlfJRmtvk52Ccd1O6dZ0A.png', 'name': 'BBC', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",Michael Winterbottom
2107,The Trip to Italy,tt2967006,242088,2014-04-24,108,6.4,217,5.287,0,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}]",en,"[{'id': 163, 'logo_path': None, 'name': 'Revolution Films', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",Michael Winterbottom
2108,Trainspotting,tt0117951,627,1996-02-23,94,7.971,8714,20.657,4000000,16491080,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",en,"[{'id': 181, 'logo_path': '/zhQ77XOviCBuXd74IurqqjgLNe0.png', 'name': 'Channel Four Films', 'origin_country': 'GB'}, {'id': 358, 'logo_path': None, 'name': 'Noel Gay Motion Picture Company', 'origin_country': ''}, {'id': 359, 'logo_path': None, 'name': 'Figment Films', 'origin_country': ''}, {'id': 6705, 'logo_path': '/e8EXNSfwr5E9d3TR8dHKbQnQK4W.png', 'name': 'Film4 Productions', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",Danny Boyle
2109,T2 Trainspotting,tt2763304,180863,2017-01-27,117,6.95,2840,14.289,18000000,42067430,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]","[{'english_name': 'Bulgarian', 'iso_639_1': 'bg', 'name': 'български език'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",en,"[{'id': 8087, 'logo_path': '/54EcBNvIolJDr4OHFACvTHJK2Q0.png', 'name': 'Creative Scotland', 'origin_country': 'GB'}, {'id': 284, 'logo_path': None, 'name': 'DNA Films', 'origin_country': 'GB'}, {'id': 559, 'logo_path': '/jqWioYeGSyTLuHth0141bTGvu6H.png', 'name': 'TriStar Pictures', 'origin_country': 'US'}, {'id': 8286, 'logo_path': None, 'name': 'Decibel Films', 'origin_country': ''}, {'id': 6705, 'logo_path': '/e8EXNSfwr5E9d3TR8dHKbQnQK4W.png', 'name': 'Film4 Productions', 'origin_country': 'GB'}, {'id': 6707, 'logo_path': '/5bJmjTayNNSJt1VTEKDpXFM04H1.png', 'name': 'Cloud Eight Films', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",Danny Boyle
2110,A Street Cat Named Bob,tt3606888,404378,2016-11-04,103,7.875,1201,14.196,8000000,17900000,"[{'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",en,"[{'id': 6938, 'logo_path': '/tC0D6PGzq5FAnyPPxnhSQd8FPEv.png', 'name': 'Iris Productions', 'origin_country': 'LU'}, {'id': 78727, 'logo_path': None, 'name': 'Shooting Script Films', 'origin_country': ''}, {'id': 6901, 'logo_path': None, 'name': 'Prescience', 'origin_country': ''}, {'id': 11341, 'logo_path': '/xytTBODEy3p20ksHL4Ftxr483Iv.png', 'name': 'Stage 6 Films', 'origin_country': 'US'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",Roger Spottiswoode
2111,A Christmas Gift from Bob,tt9564270,673737,2020-11-27,93,6.826,69,7.137,0,0,"[{'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",en,"[{'id': 144803, 'logo_path': None, 'name': 'Align', 'origin_country': 'GB'}, {'id': 25140, 'logo_path': '/6SeV4YCwyIDktJlvrVwiEDSLovF.png', 'name': 'The Exchange', 'origin_country': 'US'}, {'id': 91386, 'logo_path': None, 'name': 'Parkhouse Pictures', 'origin_country': 'GB'}, {'id': 144804, 'logo_path': None, 'name': 'Studio Pictures', 'origin_country': 'GB'}, {'id': 144805, 'logo_path': None, 'name': 'Twickenham Film Studios', 'origin_country': 'GB'}, {'id': 1632, 'logo_path': '/cisLn1YAUuptXVBa0xjq7ST9cH0.png', 'name': 'Lionsgate', 'origin_country': 'US'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",Charles Martin Smith
2112,Friends,tt0067118,4156,1971-03-24,101,6.0,17,3.444,0,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",en,"[{'id': 4, 'logo_path': '/gz66EfNoYPqHTYI4q9UEN4CbHRc.png', 'name': 'Paramount', 'origin_country': 'US'}, {'id': 1575, 'logo_path': None, 'name': 'Lewis Gilbert Productions', 'origin_country': ''}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",Lewis Gilbert
2113,Paul and Michelle,tt0071978,4155,1974-03-15,90,5.3,3,1.98,0,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",en,"[{'id': 4, 'logo_path': '/gz66EfNoYPqHTYI4q9UEN4CbHRc.png', 'name': 'Paramount', 'origin_country': 'US'}, {'id': 1575, 'logo_path': None, 'name': 'Lewis Gilbert Productions', 'origin_country': ''}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",Lewis Gilbert
2114,The Curse of Frankenstein,tt0050280,3079,1957-05-20,83,6.8,239,13.088,270000,8000000,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",en,"[{'id': 1314, 'logo_path': '/gQBluDqe6dc2ZdzfJbabEHoSGoG.png', 'name': 'Hammer Film Productions', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",Terence Fisher
2115,The Revenge of Frankenstein,tt0050894,3127,1958-06-13,90,6.657,108,7.167,0,0,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Latin', 'iso_639_1': 'la', 'name': 'Latin'}]",en,"[{'id': 1314, 'logo_path': '/gQBluDqe6dc2ZdzfJbabEHoSGoG.png', 'name': 'Hammer Film Productions', 'origin_country': 'GB'}, {'id': 5, 'logo_path': '/lieeAioEBVsgsoDT9HICrdt5iRa.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",Terence Fisher
2116,Goal!,tt0380389,9763,2005-09-29,118,6.701,957,18.278,10000000,27610873,"[{'id': 18, 'name': 'Drama'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",en,"[{'id': 6350, 'logo_path': None, 'name': 'Toshiba Entertainment', 'origin_country': ''}, {'id': 9195, 'logo_path': '/ou5BUbtulr6tIt699q6xJiEQTR9.png', 'name': 'Touchstone Pictures', 'origin_country': 'US'}, {'id': 17491, 'logo_path': None, 'name': 'Milkshake Films', 'origin_country': ''}, {'id': 26470, 'logo_path': None, 'name': 'Little Magic Films', 'origin_country': ''}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",Danny Cannon
2117,Goal! II: Living the Dream,tt0473360,9815,2007-02-09,115,5.977,575,16.96,10000000,7864905,"[{'id': 18, 'name': 'Drama'}]","[{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",en,"[{'id': 1183, 'logo_path': None, 'name': 'Impala', 'origin_country': 'ES'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",Jaume Collet-Serra
2118,The Abominable Dr. Phibes,tt0066740,17965,1971-05-18,94,6.944,259,7.919,3000000,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Hebrew', 'iso_639_1': 'he', 'name': 'עִבְרִית'}]",en,"[{'id': 9266, 'logo_path': None, 'name': 'American International Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",Robert Fuest
2119,Dr. Phibes Rises Again,tt0068503,18250,1972-07-01,89,6.3,122,6.279,75000,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 12, 'name': 'Adventure'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",en,"[{'id': 9266, 'logo_path': None, 'name': 'American International Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",Robert Fuest
2120,Gregory's Girl,tt0082477,21764,1981-04-23,91,6.7,104,6.175,0,7710,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}]",en,"[{'id': 13765, 'logo_path': None, 'name': 'Lake Films', 'origin_country': 'GB'}, {'id': 11493, 'logo_path': None, 'name': 'National Film Finance Corporation (NFFC)', 'origin_country': ''}, {'id': 13766, 'logo_path': None, 'name': 'Scottish Television (STV)', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",Bill Forsyth
2121,Gregory's Two Girls,tt0150786,29108,1999-10-15,116,4.7,15,1.973,0,0,"[{'id': 35, 'name': 'Comedy'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",en,"[{'id': 52539, 'logo_path': None, 'name': 'Young Lake', 'origin_country': 'US'}, {'id': 181, 'logo_path': '/zhQ77XOviCBuXd74IurqqjgLNe0.png', 'name': 'Channel Four Films', 'origin_country': 'GB'}, {'id': 27014, 'logo_path': None, 'name': 'Scottish Arts Council Lottery Fund', 'origin_country': ''}, {'id': 2051, 'logo_path': None, 'name': 'Kinowelt Filmproduktion', 'origin_country': 'DE'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",Bill Forsyth
